,emg
9787,-58145
9788,-61016
9789,-62526
9790,-61944
9791,-60116
9792,-56828
9793,-53881
9794,-52275
9795,-52592
9796,-54675
9797,-58183
9798,-61114
9799,-62647
9800,-62017
9801,-59751
9802,-56671
9803,-53782
9804,-52078
9805,-52569
9806,-54524
9807,-57872
9808,-60941
9809,-62601
9810,-62012
9811,-59984
9812,-56666
9813,-53685
9814,-52186
9815,-52661
9816,-54689
9817,-57978
9818,-60900
9819,-62479
9820,-62062
9821,-59959
9822,-56694
9823,-53681
9824,-52135
9825,-52447
9826,-54627
9827,-58078
9828,-61004
9829,-62546
9830,-61944
9831,-59787
9832,-56779
9833,-54416
9834,-52758
9835,-52925
9836,-54756
9837,-58365
9838,-61433
9839,-62917
9840,-62621
9841,-60654
9842,-57164
9843,-54006
9844,-52791
9845,-53317
9846,-55319
9847,-58666
9848,-61617
9849,-63149
9850,-62740
9851,-60856
9852,-57402
9853,-54484
9854,-52826
9855,-53212
9856,-55476
9857,-59160
9858,-62091
9859,-63502
9860,-63030
9861,-60900
9862,-57545
9863,-54627
9864,-53142
9865,-53632
9866,-55619
9867,-58861
9868,-61706
9869,-63331
9870,-62807
9871,-60727
9872,-57426
9873,-54412
9874,-52658
9875,-52993
9876,-55267
9877,-58774
9878,-61595
9879,-63096
9880,-62795
9881,-60842
9882,-57343
9883,-54302
9884,-52685
9885,-53271
9886,-55252
9887,-58645
9888,-61712
9889,-63049
9890,-62451
9891,-60288
9892,-56990
9893,-53885
9894,-52957
9895,-53606
9896,-55509
9897,-58899
9898,-61806
9899,-63385
9900,-62820
9901,-60766
9902,-57379
9903,-54444
9904,-52979
9905,-53525
9906,-55387
9907,-58708
9908,-61811
9909,-63212
9910,-62506
9911,-60604
9912,-57378
9913,-54435
9914,-52714
9915,-53321
9916,-55506
9917,-58641
9918,-61516
9919,-63066
9920,-62621
9921,-60621
9922,-57302
9923,-54302
9924,-52706
9925,-53131
9926,-55087
9927,-58362
9928,-61331
9929,-62588
9930,-62143
9931,-60374
9932,-57296
9933,-54255
9934,-52447
9935,-52914
9936,-54977
9937,-58410
9938,-61224
9939,-62790
9940,-62369
9941,-60299
9942,-56834
9943,-53710
9944,-52059
9945,-52841
9946,-55139
9947,-58113
9948,-61516
9949,-63383
9950,-62669
9951,-60424
9952,-57196
9953,-54535
9954,-52936
9955,-53547
9956,-55509
9957,-58737
9958,-61692
9959,-63230
9960,-62864
9961,-60974
9962,-57450
9963,-54342
9964,-53115
9965,-53590
9966,-55496
9967,-58785
9968,-62094
9969,-63721
9970,-62942
9971,-60867
9972,-57532
9973,-54797
9974,-53113
9975,-53626
9976,-55937
9977,-59201
9978,-61937
9979,-63396
9980,-62882
9981,-60917
9982,-57649
9983,-54704
9984,-53181
9985,-53517
9986,-55510
9987,-58857
9988,-61776
9989,-63146
9990,-62680
9991,-60589
9992,-57511
9993,-54547
9994,-52786
9995,-53237
9996,-55245
9997,-58549
9998,-61562
9999,-63078
10000,-62382
10001,-60226
10002,-56844
10003,-54003
10004,-52482
10005,-52889
10006,-55024
10007,-58212
10008,-61417
10009,-63229
10010,-62384
10011,-60299
10012,-57045
10013,-53998
10014,-52469
10015,-52958
10016,-54975
10017,-58221
10018,-61154
10019,-62615
10020,-61937
10021,-59981
10022,-56796
10023,-54096
10024,-52404
10025,-52724
10026,-54621
10027,-57711
10028,-60671
10029,-62696
10030,-62337
10031,-60079
10032,-56630
10033,-53523
10034,-52028
10035,-52477
10036,-54409
10037,-57771
10038,-60732
10039,-62287
10040,-61924
10041,-59864
10042,-56292
10043,-53100
10044,-51559
10045,-52191
10046,-54280
10047,-57457
10048,-60426
10049,-62069
10050,-61577
10051,-59471
10052,-55987
10053,-53206
10054,-51676
10055,-52094
10056,-54074
10057,-57411
10058,-60288
10059,-61727
10060,-61127
10061,-59305
10062,-56143
10063,-53014
10064,-51439
10065,-52172
10066,-54414
10067,-57441
10068,-60331
10069,-62037
10070,-61612
10071,-59320
10072,-55980
10073,-52947
10074,-51415
10075,-52337
10076,-54363
10077,-57560
10078,-60634
10079,-62142
10080,-61567
10081,-59559
10082,-56399
10083,-53322
10084,-51726
10085,-52267
10086,-54274
10087,-57605
10088,-60679
10089,-62361
10090,-61841
10091,-59861
10092,-56676
10093,-53532
10094,-51920
10095,-52397
10096,-54077
10097,-57682
10098,-61406
10099,-63059
10100,-62514
10101,-60450
10102,-57181
10103,-54162
10104,-52571
10105,-53034
10106,-55142
10107,-58467
10108,-61527
10109,-63086
10110,-62539
10111,-60552
10112,-57265
10113,-54189
10114,-52490
10115,-52992
10116,-54764
10117,-57617
10118,-60924
10119,-62649
10120,-62437
10121,-60874
10122,-57244
10123,-54321
10124,-52877
10125,-53371
10126,-55479
10127,-58836
10128,-61730
10129,-63261
10130,-62540
10131,-60606
10132,-57652
10133,-54365
10134,-52957
10135,-53611
10136,-55738
10137,-59141
10138,-61955
10139,-63224
10140,-62821
10141,-60697
10142,-57643
10143,-54601
10144,-52907
10145,-53431
10146,-55458
10147,-58759
10148,-61760
10149,-63268
10150,-62788
10151,-60877
10152,-57467
10153,-54222
10154,-52829
10155,-53729
10156,-55604
10157,-59006
10158,-62163
10159,-63469
10160,-62749
10161,-61048
10162,-57800
10163,-54559
10164,-52980
10165,-53544
10166,-55796
10167,-59008
10168,-61774
10169,-63274
10170,-62987
10171,-61046
10172,-57652
10173,-54481
10174,-52852
10175,-53464
10176,-55557
10177,-58842
10178,-61734
10179,-63107
10180,-62691
10181,-60776
10182,-57361
10183,-54372
10184,-52790
10185,-53217
10186,-54996
10187,-58114
10188,-61075
10189,-62623
10190,-62192
10191,-60834
10192,-57541
10193,-54417
10194,-52665
10195,-53017
10196,-54556
10197,-57714
10198,-61429
10199,-63273
10200,-62626
10201,-60407
10202,-56943
10203,-53913
10204,-52327
10205,-52392
10206,-54482
10207,-57828
10208,-61039
10209,-62685
10210,-62074
10211,-60064
10212,-56599
10213,-53532
10214,-52055
10215,-52441
10216,-54620
10217,-57815
10218,-60611
10219,-62201
10220,-61896
10221,-59913
10222,-56507
10223,-53571
10224,-51812
10225,-52154
10226,-54029
10227,-57137
10228,-60161
10229,-62086
10230,-61681
10231,-59507
10232,-56195
10233,-53081
10234,-51218
10235,-51887
10236,-53918
10237,-57196
10238,-60211
10239,-61874
10240,-61481
10241,-59236
10242,-55874
10243,-53003
10244,-51514
10245,-51746
10246,-53759
10247,-57119
10248,-60069
10249,-61617
10250,-61236
10251,-59478
10252,-55994
10253,-52758
10254,-51215
10255,-51742
10256,-53867
10257,-57233
10258,-60194
10259,-61716
10260,-61279
10261,-59269
10262,-55834
10263,-52814
10264,-51422
10265,-51911
10266,-54118
10267,-57396
10268,-60334
10269,-61773
10270,-61345
10271,-59597
10272,-56408
10273,-53250
10274,-51394
10275,-51991
10276,-54538
10277,-57997
10278,-60994
10279,-62523
10280,-61799
10281,-59856
10282,-56527
10283,-53340
10284,-51771
10285,-52476
10286,-54742
10287,-57976
10288,-60884
10289,-62629
10290,-62031
10291,-59989
10292,-56737
10293,-53892
10294,-52317
10295,-52728
10296,-54696
10297,-58146
10298,-61324
10299,-62866
10300,-62277
10301,-60161
10302,-56999
10303,-54119
10304,-52413
10305,-52862
10306,-54802
10307,-57990
10308,-61136
10309,-62949
10310,-62766
10311,-60526
10312,-57106
10313,-54097
10314,-52499
10315,-53048
10316,-54860
10317,-58164
10318,-61115
10319,-62916
10320,-62082
10321,-60064
10322,-57519
10323,-54572
10324,-53001
10325,-53440
10326,-54914
10327,-58274
10328,-61558
10329,-63205
10330,-62639
10331,-60471
10332,-57052
10333,-54052
10334,-52567
10335,-52911
10336,-54935
10337,-58369
10338,-61512
10339,-63327
10340,-62779
10341,-60739
10342,-57352
10343,-54205
10344,-52594
10345,-53072
10346,-55011
10347,-58365
10348,-61276
10349,-62967
10350,-62561
10351,-60489
10352,-57249
10353,-54081
10354,-52370
10355,-52794
10356,-54826
10357,-58132
10358,-61124
10359,-62508
10360,-61929
10361,-59847
10362,-56529
10363,-53146
10364,-51801
10365,-52914
10366,-54683
10367,-57909
10368,-61034
10369,-62774
10370,-62452
10371,-60286
10372,-56579
10373,-53709
10374,-52291
10375,-52445
10376,-54417
10377,-57782
10378,-60748
10379,-62306
10380,-61851
10381,-59811
10382,-56489
10383,-53407
10384,-51779
10385,-52227
10386,-54304
10387,-57570
10388,-60740
10389,-62551
10390,-61961
10391,-59909
10392,-56535
10393,-53415
10394,-51792
10395,-52316
10396,-54321
10397,-57571
10398,-60619
10399,-62205
10400,-61673
10401,-59757
10402,-56496
10403,-53356
10404,-51714
10405,-52222
10406,-54379
10407,-57453
10408,-60698
10409,-62349
10410,-61747
10411,-59719
10412,-56455
10413,-53390
10414,-51715
10415,-52182
10416,-54223
10417,-57591
10418,-60663
10419,-62218
10420,-61611
10421,-59471
10422,-56226
10423,-53263
10424,-51506
10425,-51860
10426,-53816
10427,-57376
10428,-60506
10429,-62196
10430,-61770
10431,-59515
10432,-56130
10433,-53169
10434,-51642
10435,-52102
10436,-54086
10437,-57256
10438,-60148
10439,-61713
10440,-61383
10441,-59421
10442,-56042
10443,-52966
10444,-51786
10445,-52032
10446,-54116
10447,-57458
10448,-60358
10449,-62089
10450,-61674
10451,-59539
10452,-56153
10453,-53192
10454,-51588
10455,-51971
10456,-54001
10457,-57429
10458,-60294
10459,-61774
10460,-61306
10461,-59164
10462,-55874
10463,-53383
10464,-51744
10465,-51979
10466,-54080
10467,-57281
10468,-60357
10469,-62069
10470,-61562
10471,-59511
10472,-56062
10473,-53052
10474,-51757
10475,-51921
10476,-53969
10477,-57392
10478,-60366
10479,-61891
10480,-61350
10481,-59302
10482,-55862
10483,-52784
10484,-51572
10485,-51776
10486,-53873
10487,-57364
10488,-60313
10489,-62028
10490,-61452
10491,-59350
10492,-55780
10493,-52960
10494,-51463
10495,-51854
10496,-53797
10497,-57169
10498,-60331
10499,-61982
10500,-61433
10501,-59187
10502,-56016
10503,-53237
10504,-51409
10505,-51915
10506,-54007
10507,-57334
10508,-60428
10509,-62041
10510,-61494
10511,-59292
10512,-55953
10513,-53434
10514,-51793
10515,-52117
10516,-54269
10517,-57644
10518,-60676
10519,-62368
10520,-61902
10521,-59704
10522,-56239
10523,-53184
10524,-51510
10525,-52064
10526,-54437
10527,-57711
10528,-60812
10529,-62467
10530,-61940
10531,-59732
10532,-56192
10533,-53328
10534,-51941
10535,-51961
10536,-54192
10537,-57888
10538,-60804
10539,-62666
10540,-62066
10541,-59637
10542,-56525
10543,-53641
10544,-51802
10545,-52056
10546,-54129
10547,-57801
10548,-60757
10549,-62308
10550,-61915
10551,-59966
10552,-56706
10553,-53588
10554,-51873
10555,-52419
10556,-54371
10557,-57701
10558,-60763
10559,-62358
10560,-61847
10561,-59734
10562,-56392
10563,-53162
10564,-51588
10565,-52110
10566,-54266
10567,-57636
10568,-60717
10569,-62326
10570,-61801
10571,-59722
10572,-56454
10573,-53448
10574,-51773
10575,-52194
10576,-54146
10577,-57526
10578,-60691
10579,-62389
10580,-61384
10581,-59337
10582,-56716
10583,-53537
10584,-51843
10585,-52336
10586,-54099
10587,-57429
10588,-60627
10589,-62068
10590,-61459
10591,-59657
10592,-56706
10593,-53507
10594,-51897
10595,-52064
10596,-53937
10597,-57256
10598,-60397
10599,-61969
10600,-61302
10601,-59569
10602,-56375
10603,-53162
10604,-51343
10605,-51591
10606,-53182
10607,-56284
10608,-59373
10609,-61367
10610,-60917
10611,-58871
10612,-55564
10613,-52537
10614,-50352
10615,-50196
10616,-52179
10617,-55481
10618,-58711
10619,-60572
10620,-60242
10621,-58435
10622,-55346
10623,-52209
10624,-50583
10625,-51104
10626,-53088
10627,-55921
10628,-58967
10629,-60744
10630,-60326
10631,-58696
10632,-55777
10633,-52846
10634,-51102
10635,-51374
10636,-53224
10637,-56201
10638,-59192
10639,-60857
10640,-60142
10641,-58334
10642,-55347
10643,-52403
10644,-50521
10645,-50709
10646,-52617
10647,-56013
10648,-58938
10649,-60277
10650,-60023
10651,-58219
10652,-55379
10653,-52754
10654,-50937
10655,-50837
10656,-52434
10657,-55668
10658,-58761
10659,-60476
10660,-60214
10661,-58551
10662,-55591
10663,-52684
10664,-50932
10665,-51047
10666,-52768
10667,-55979
10668,-59101
10669,-60656
10670,-60349
10671,-58686
10672,-55786
10673,-52911
10674,-51122
10675,-51240
10676,-53151
10677,-56153
10678,-58923
10679,-60631
10680,-60611
10681,-58907
10682,-55794
10683,-52841
10684,-51238
10685,-51469
10686,-53268
10687,-56254
10688,-59259
10689,-60909
10690,-60752
10691,-59127
10692,-55977
10693,-52920
10694,-51299
10695,-51554
10696,-53391
10697,-56524
10698,-59421
10699,-61146
10700,-60851
10701,-59013
10702,-55812
10703,-52999
10704,-51386
10705,-51761
10706,-53479
10707,-56441
10708,-59394
10709,-61121
10710,-60931
10711,-59089
10712,-55793
10713,-52770
10714,-51294
10715,-51919
10716,-53539
10717,-56641
10718,-59516
10719,-61132
10720,-60550
10721,-58627
10722,-55870
10723,-52966
10724,-51439
10725,-51549
10726,-53385
10727,-56659
10728,-59732
10729,-60998
10730,-60689
10731,-58929
10732,-55878
10733,-52926
10734,-51196
10735,-51451
10736,-53216
10737,-56620
10738,-59642
10739,-61421
10740,-60749
10741,-58839
10742,-55972
10743,-53196
10744,-51513
10745,-52254
10746,-53964
10747,-57096
10748,-60066
10749,-61686
10750,-61354
10751,-59612
10752,-56432
10753,-53484
10754,-51853
10755,-52204
10756,-53828
10757,-56919
10758,-59650
10759,-61214
10760,-61062
10761,-59171
10762,-55689
10763,-52614
10764,-51269
10765,-51722
10766,-53507
10767,-56504
10768,-59509
10769,-61190
10770,-60811
10771,-59092
10772,-55732
10773,-52714
10774,-51137
10775,-51011
10776,-53031
10777,-56347
10778,-59253
10779,-60774
10780,-60674
10781,-59068
10782,-55759
10783,-52860
10784,-51104
10785,-51375
10786,-53108
10787,-56291
10788,-59384
10789,-61327
10790,-60814
10791,-59004
10792,-55916
10793,-52927
10794,-51474
10795,-51815
10796,-53635
10797,-56755
10798,-59652
10799,-61242
10800,-60927
10801,-59426
10802,-56601
10803,-53636
10804,-52016
10805,-52168
10806,-53946
10807,-57064
10808,-60172
10809,-61999
10810,-61602
10811,-59752
10812,-56647
10813,-53729
10814,-52239
10815,-52644
10816,-54516
10817,-57649
10818,-60512
10819,-61864
10820,-61236
10821,-59438
10822,-56740
10823,-53954
10824,-52502
10825,-52476
10826,-54010
10827,-57283
10828,-60379
10829,-61944
10830,-61423
10831,-59664
10832,-56661
10833,-53657
10834,-51982
10835,-52226
10836,-53880
10837,-57009
10838,-60148
10839,-61647
10840,-61164
10841,-58994
10842,-55827
10843,-52909
10844,-51466
10845,-52236
10846,-53891
10847,-56971
10848,-59629
10849,-61367
10850,-61353
10851,-59312
10852,-56142
10853,-53225
10854,-51449
10855,-52077
10856,-53712
10857,-56533
10858,-59678
10859,-61360
10860,-60889
10861,-59079
10862,-55936
10863,-52927
10864,-51312
10865,-51624
10866,-53504
10867,-56555
10868,-59471
10869,-61119
10870,-60880
10871,-59282
10872,-56227
10873,-53241
10874,-51445
10875,-51693
10876,-53307
10877,-56463
10878,-59705
10879,-61344
10880,-61109
10881,-59439
10882,-56378
10883,-53394
10884,-51564
10885,-51874
10886,-53712
10887,-57019
10888,-60110
10889,-61777
10890,-61302
10891,-59345
10892,-55967
10893,-53059
10894,-51396
10895,-52122
10896,-54237
10897,-57332
10898,-60109
10899,-61774
10900,-61359
10901,-59449
10902,-56336
10903,-53426
10904,-52104
10905,-52447
10906,-54247
10907,-57488
10908,-60326
10909,-61869
10910,-61571
10911,-59704
10912,-56502
10913,-53521
10914,-52077
10915,-52663
10916,-54513
10917,-57768
10918,-60589
10919,-62035
10920,-61741
10921,-60000
10922,-56741
10923,-53909
10924,-52317
10925,-52847
10926,-54905
10927,-57946
10928,-60888
10929,-62563
10930,-62121
10931,-60217
10932,-56987
10933,-54087
10934,-52626
10935,-52742
10936,-54872
10937,-58324
10938,-61328
10939,-63198
10940,-62681
10941,-60241
10942,-57300
10943,-54464
10944,-52774
10945,-52973
10946,-54986
10947,-58217
10948,-61569
10949,-43431
10950,-7593
10951,-42232
10952,-59139
10953,-53921
10954,-52481
10955,-52831
10956,-54464
10957,-57595
10958,-45274
10959,-6823
10960,-3128
10961,-38747
10962,-58809
10963,-53557
10964,-52011
10965,-52522
10966,-54384
10967,-57380
10968,-39290
10969,-4312
10970,-3086
10971,-38351
10972,-58300
10973,-53092
10974,-51942
10975,-52247
10976,-54062
10977,-58005
10978,-42385
10979,-5377
10980,-2581
10981,-35939
10982,-58499
10983,-53082
10984,-51980
10985,-52901
10986,-54506
10987,-56671
10988,-30083
10989,-2061
10990,-2541
10991,-35550
10992,-58590
10993,-53462
10994,-51941
10995,-52557
10996,-54429
10997,-56387
10998,-29836
10999,-2072
11000,-2709
11001,-36401
11002,-57911
11003,-53033
11004,-51723
11005,-52339
11006,-54304
11007,-57283
11008,-38741
11009,-4132
11010,-3159
11011,-38790
11012,-58409
11013,-53063
11014,-51421
11015,-51888
11016,-53792
11017,-57158
11018,-53276
11019,-13569
11020,-4832
11021,-44885
11022,-58431
11023,-53036
11024,-51505
11025,-52066
11026,-54272
11027,-57289
11028,-58437
11029,-25651
11030,-5631
11031,-46055
11032,-58459
11033,-53244
11034,-51574
11035,-52567
11036,-54436
11037,-57500
11038,-58192
11039,-23162
11040,-5067
11041,-45017
11042,-58735
11043,-53447
11044,-51974
11045,-52309
11046,-54256
11047,-57374
11048,-55442
11049,-16932
11050,-4226
11051,-42784
11052,-58560
11053,-53502
11054,-51779
11055,-52106
11056,-54051
11057,-57265
11058,-53884
11059,-14262
11060,-3996
11061,-42051
11062,-58397
11063,-53252
11064,-51744
11065,-52115
11066,-53870
11067,-57099
11068,-54529
11069,-15206
11070,-4394
11071,-43337
11072,-58354
11073,-52969
11074,-51580
11075,-51807
11076,-53404
11077,-56672
11078,-54988
11079,-15999
11080,-3994
11081,-41884
11082,-58110
11083,-52892
11084,-51579
11085,-51796
11086,-53749
11087,-57243
11088,-54091
11089,-14832
11090,-3936
11091,-41714
11092,-58134
11093,-52911
11094,-51501
11095,-51654
11096,-53715
11097,-57130
11098,-56280
11099,-18581
11100,-5540
11101,-46390
11102,-57970
11103,-52809
11104,-51392
11105,-51777
11106,-53544
11107,-56668
11108,-57917
11109,-24637
11110,-6002
11111,-46996
11112,-58053
11113,-52977
11114,-51306
11115,-51581
11116,-53529
11117,-57021
11118,-58995
11119,-28612
11120,-6567
11121,-47700
11122,-58319
11123,-52981
11124,-51559
11125,-52116
11126,-53892
11127,-57131
11128,-60345
11129,-36256
11130,-9291
11131,-50643
11132,-57722
11133,-52873
11134,-51369
11135,-52039
11136,-53906
11137,-56543
11138,-60282
11139,-48142
11140,-21516
11141,-60715
11142,-57621
11143,-52982
11144,-51504
11145,-52034
11146,-53984
11147,-57394
11148,-60312
11149,-68090
11150,-75042
11151,-67236
11152,-56688
11153,-53195
11154,-51249
11155,-51907
11156,-53959
11157,-57082
11158,-59863
11159,-62077
11160,-62515
11161,-59406
11162,-56113
11163,-53252
11164,-51468
11165,-51601
11166,-53946
11167,-57421
11168,-60041
11169,-61681
11170,-61237
11171,-59414
11172,-56334
11173,-53262
11174,-51668
11175,-52079
11176,-54073
11177,-57202
11178,-60042
11179,-61670
11180,-61268
11181,-59364
11182,-56353
11183,-53282
11184,-51689
11185,-52202
11186,-53971
11187,-57175
11188,-60151
11189,-61554
11190,-60919
11191,-58983
11192,-56178
11193,-53175
11194,-51677
11195,-51868
11196,-53787
11197,-57092
11198,-60002
11199,-61554
11200,-61246
11201,-59245
11202,-56070
11203,-53224
11204,-51679
11205,-51892
11206,-53762
11207,-57029
11208,-59976
11209,-61462
11210,-61046
11211,-59152
11212,-55826
11213,-52752
11214,-51049
11215,-51167
11216,-52984
11217,-56167
11218,-59174
11219,-61181
11220,-60800
11221,-58745
11222,-55730
11223,-52770
11224,-51036
11225,-51237
11226,-53050
11227,-56434
11228,-59475
11229,-61084
11230,-60726
11231,-58794
11232,-55694
11233,-53153
11234,-51158
11235,-51562
11236,-53793
11237,-57016
11238,-59941
11239,-61362
11240,-60777
11241,-58806
11242,-55780
11243,-53611
11244,-52200
11245,-52178
11246,-53916
11247,-57051
11248,-60072
11249,-61671
11250,-61309
11251,-59464
11252,-56386
11253,-53447
11254,-51813
11255,-52096
11256,-53975
11257,-57174
11258,-60074
11259,-61528
11260,-60911
11261,-59197
11262,-56520
11263,-53795
11264,-51852
11265,-52351
11266,-54477
11267,-57447
11268,-60486
11269,-61963
11270,-61488
11271,-59543
11272,-56537
11273,-53772
11274,-52193
11275,-52539
11276,-54267
11277,-57336
11278,-60156
11279,-61929
11280,-61792
11281,-59748
11282,-56710
11283,-53689
11284,-52171
11285,-52611
11286,-54524
11287,-57603
11288,-60558
11289,-62306
11290,-62018
11291,-60029
11292,-56925
11293,-53980
11294,-52352
11295,-52656
11296,-54416
11297,-57566
11298,-60455
11299,-62044
11300,-61330
11301,-59272
11302,-56575
11303,-54243
11304,-52727
11305,-53008
11306,-54270
11307,-57277
11308,-60687
11309,-62529
11310,-61951
11311,-59964
11312,-56804
11313,-53845
11314,-52187
11315,-52630
11316,-54558
11317,-57629
11318,-60562
11319,-62146
11320,-61350
11321,-59829
11322,-56866
11323,-53862
11324,-52279
11325,-52600
11326,-54427
11327,-57559
11328,-60477
11329,-62066
11330,-61731
11331,-59851
11332,-56574
11333,-53588
11334,-52031
11335,-52285
11336,-54335
11337,-57740
11338,-60516
11339,-64077
11340,-70223
11341,-61631
11342,-56676
11343,-53801
11344,-52057
11345,-52467
11346,-54270
11347,-57481
11348,-61005
11349,-39569
11350,-9432
11351,-50072
11352,-58734
11353,-53398
11354,-52179
11355,-52574
11356,-54192
11357,-57437
11358,-53841
11359,-13791
11360,-5039
11361,-45265
11362,-58700
11363,-53691
11364,-51976
11365,-52581
11366,-54237
11367,-57609
11368,-53888
11369,-13467
11370,-5989
11371,-47885
11372,-58602
11373,-53527
11374,-52011
11375,-52214
11376,-53973
11377,-57364
11378,-54749
11379,-14948
11380,-6178
11381,-48405
11382,-58518
11383,-53280
11384,-51898
11385,-52536
11386,-54365
11387,-57620
11388,-56000
11389,-17539
11390,-6209
11391,-48591
11392,-58748
11393,-53447
11394,-52096
11395,-52596
11396,-54497
11397,-57656
11398,-58296
11399,-22469
11400,-6581
11401,-49002
11402,-58751
11403,-53506
11404,-51976
11405,-52562
11406,-54372
11407,-57481
11408,-59383
11409,-26162
11410,-7191
11411,-49439
11412,-58101
11413,-53136
11414,-51707
11415,-52692
11416,-54799
11417,-57811
11418,-60149
11419,-29719
11420,-8512
11421,-51673
11422,-58576
